personne_code	document_code	anchor	occurrence	role_code
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers200	Prince de Condé	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers201	Prince de Condé	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers202	Prince de Condé	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers203	Le Prince de Condé	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers204	Prince de Condé	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers205	Duc d'Anguien	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers206	Duc d'Anguien	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers207	Duc d'Anguien	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers208	Le Duc d'Anguien	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers209	Duc d'Anguien	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers210	Duc de Guize	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers211	Duc de Guize	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers212	Duc de Guize	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers213	Le Duc de Guize	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers214	Duc de Guize	participant
marie_therese	merveilles17_imp_ctb-perrault1670	pers215	Reynes	spectateur
anne_d_autriche	merveilles17_imp_ctb-perrault1670	pers216	Reynes	spectateur
louisxiv	merveilles17_imp_ctb-perrault1670	pers217	Roy	participant
louisxiv	merveilles17_imp_ctb-perrault1670	pers218	Le ROY	participant
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers219	Monsieur	participant
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers220	Monsieur	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers221	Prince de Condé	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers222	le Prince de Conde	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers223	Duc d'Anguien	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers224	le Duc d'Anguien	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers225	Duc de Guize	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers226	le Duc de Guize	participant
isilvestre	merveilles17_imp_ctb-perrault1670	pers227	Israel Siluestre	auteur
marie_therese	merveilles17_imp_ctb-perrault1670	pers228	Reynes	spectateur
anne_d_autriche	merveilles17_imp_ctb-perrault1670	pers229	Reynes	spectateur
louisxiv	merveilles17_imp_ctb-perrault1670	pers230	Roy	participant
louisxiv	merveilles17_imp_ctb-perrault1670	pers231	Le ROY	participant
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers232	Monsieur	participant
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers233	Monsieur	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers234	Prince de Condé	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers235	Le Prince de Condé	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers236	Duc d'Anguien	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers237	Le Duc d'Anguien	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers238	Duc de Guise	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers239	Le Duc de Guise	participant
isilvestre	merveilles17_imp_ctb-perrault1670	pers240	Israel Siluestre	auteur
louisxiv	merveilles17_imp_ctb-perrault1670	pers241	Roy	participant
louisxiv	merveilles17_imp_ctb-perrault1670	pers242	Roy	participant
louisxiv	merveilles17_imp_ctb-perrault1670	pers243	Le ROY	participant
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers244	Monsieur	participant
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers245	Monsieur	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers246	Prince de Condé	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers247	Le Prince de Condé	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers248	Duc d'Anguien	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers249	Le Duc d'Anguien	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers250	Duc de Guize	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers251	Le Duc de Guize	participant
isilvestre	merveilles17_imp_ctb-perrault1670	pers252	Israel Siluestre	auteur
antoine_iii_de_gramont	merveilles17_imp_ctb-perrault1670	pers253	M.chal de Gramont	
antoine_iii_de_gramont	merveilles17_imp_ctb-perrault1670	pers254	MARESCHAL DE GRAMONT	
chauveau	merveilles17_imp_ctb-perrault1670	pers255	F. Chauveau	auteur
louisxiv	merveilles17_imp_ctb-perrault1670	pers256	LE Roy	
louisxiv	merveilles17_imp_ctb-perrault1670	pers257	Le Roy	
louisxiv	merveilles17_imp_ctb-perrault1670	pers258	ROY	
louisxiv	merveilles17_imp_ctb-perrault1670	pers259	Roy	
lv_rochechouart_mortemart_vivonne	merveilles17_imp_ctb-perrault1670	pers260	Le Comte de Vivonne	
lv_rochechouart_mortemart_vivonne	merveilles17_imp_ctb-perrault1670	pers261	COMTE DE VIVONNE	
louisxiv	merveilles17_imp_ctb-perrault1670	pers262	Sa Majesté	
saint_aignan	merveilles17_imp_ctb-perrault1670	pers263	Comte de Saint-Aygnan	
saint_aignan	merveilles17_imp_ctb-perrault1670	pers264	COMTE DE SAINT-AGNAN	
philippe_ii_montault_benac_navailles	merveilles17_imp_ctb-perrault1670	pers265	Duc de Navaille	
philippe_ii_montault_benac_navailles	merveilles17_imp_ctb-perrault1670	pers266	COMTE DE NAVAILLES	
louisxiv	merveilles17_imp_ctb-perrault1670	pers267	Roy	
henri_de_lorraine	merveilles17_imp_ctb-perrault1670	pers268	Comte Darmagnac	
henri_de_lorraine	merveilles17_imp_ctb-perrault1670	pers269	COMTE D’ARMAGNAC	
henri_de_daillon	merveilles17_imp_ctb-perrault1670	pers270	Comte de Lude	
henri_de_daillon	merveilles17_imp_ctb-perrault1670	pers271	COMTE DE LVDE	
louisxiv	merveilles17_imp_ctb-perrault1670	pers272	sa Majesté	
antoine_iv_de_gramont	merveilles17_imp_ctb-perrault1670	pers273	Comte de Louuigny	
antoine_iv_de_gramont	merveilles17_imp_ctb-perrault1670	pers274	COMTE DE LOVVIGNY	
francois_iii_d_aubusson	merveilles17_imp_ctb-perrault1670	pers275	Comte de la feuillade	
francois_iii_d_aubusson	merveilles17_imp_ctb-perrault1670	pers276	COMTE DE LA FEVILLADE	
louis_marie_aumont_rochebaron	merveilles17_imp_ctb-perrault1670	pers277	Marquis de Villequier	
louis_marie_aumont_rochebaron	merveilles17_imp_ctb-perrault1670	pers278	MARQUIS DE VILLEQVIER	
jb_amador_vignerot_plessis	merveilles17_imp_ctb-perrault1670	pers279	Marquis de Richelieu	
jb_amador_vignerot_plessis	merveilles17_imp_ctb-perrault1670	pers280	MARQVIS DE RICHELIEV	
jh_durfort	merveilles17_imp_ctb-perrault1670	pers281	Comte de Duras	
jh_durfort	merveilles17_imp_ctb-perrault1670	pers282	COMTE DE DVRAS	
chauveau	merveilles17_imp_ctb-perrault1670	pers283	F. C.	auteur
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers284	Monsieur	
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers285	MONSIEVR	
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers286	Monsieur	
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers287	MONSIEVR	
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers288	Monsieur	
louisxiv	merveilles17_imp_ctb-perrault1670	pers289	Roy	
louisxiv	merveilles17_imp_ctb-perrault1670	pers290	sa Majesté	
nicolas_neufville_villeroy	merveilles17_imp_ctb-perrault1670	pers291	Le Marquis de Villeroy	
nicolas_neufville_villeroy	merveilles17_imp_ctb-perrault1670	pers292	MARQVIS DE VILLEROY	
cesar_choiseul_plessis	merveilles17_imp_ctb-perrault1670	pers293	Le Comte du Plaissy	
cesar_choiseul_plessis	merveilles17_imp_ctb-perrault1670	pers294	COMTE DV PLESSIS	
bernardin_gigault_bellefonds	merveilles17_imp_ctb-perrault1670	pers295	Le Marquis de Bellefon	
bernardin_gigault_bellefonds	merveilles17_imp_ctb-perrault1670	pers296	MARQVIS DE BELLEFOND	
louis_de_rohan	merveilles17_imp_ctb-perrault1670	pers297	Le Chevallier de Rohan	
louis_de_rohan	merveilles17_imp_ctb-perrault1670	pers298	CHEVALIER DE ROHAN	
fm_lorraine	merveilles17_imp_ctb-perrault1670	pers299	Le Comte L'Illebonne	
fm_lorraine	merveilles17_imp_ctb-perrault1670	pers300	COMTE L’ISLEBONNE	
louisxiv	merveilles17_imp_ctb-perrault1670	pers301	sa Majesté	
francois_vii_de_la_rochefoucauld	merveilles17_imp_ctb-perrault1670	pers302	Le Prince de Marcillac	
francois_vii_de_la_rochefoucauld	merveilles17_imp_ctb-perrault1670	pers303	PRINCE DE MARSILLAC	
jb_gaston_foix_candale	merveilles17_imp_ctb-perrault1670	pers304	Le Comte de Foix	
jb_gaston_foix_candale	merveilles17_imp_ctb-perrault1670	pers305	COMTE DE FOIX	
charles_fontaine_martel	merveilles17_imp_ctb-perrault1670	pers306	Le Comte de Clerc	
charles_fontaine_martel	merveilles17_imp_ctb-perrault1670	pers307	COMTE DE CLERE	
vaillac	merveilles17_imp_ctb-perrault1670	pers308	Le Comte de Vaillac	
vaillac	merveilles17_imp_ctb-perrault1670	pers309	COMTE DE VAILLAC	
d_illiers	merveilles17_imp_ctb-perrault1670	pers310	Le Comte dilliers	
d_illiers	merveilles17_imp_ctb-perrault1670	pers311	COMTE D’ILLIERS	
chauveau	merveilles17_imp_ctb-perrault1670	pers312	F. C.	auteur
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers313	Le Prince de Condé	
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers314	PRINCE DE CONDE	
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers315	Le Prince de Conde	
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers316	PRINCE DE CONDÉ	
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers317	le Prince	
louisxiv	merveilles17_imp_ctb-perrault1670	pers318	Roy	
louisxiv	merveilles17_imp_ctb-perrault1670	pers319	sa Majesté	
francois_beauvilliers	merveilles17_imp_ctb-perrault1670	pers320	Le Comte de Sery	
francois_beauvilliers	merveilles17_imp_ctb-perrault1670	pers321	COMTE DE SERY	
cm_de_belleforiere	merveilles17_imp_ctb-perrault1670	pers322	Le Marquis de Soyecour	
cm_de_belleforiere	merveilles17_imp_ctb-perrault1670	pers323	MARQUIS DE SOYECOURT	
cm_de_belleforiere	merveilles17_imp_ctb-perrault1670	pers324	Maistre de la Garderobe	
francois_bonne_crequi	merveilles17_imp_ctb-perrault1670	pers325	Le Comte de Sault	
francois_bonne_crequi	merveilles17_imp_ctb-perrault1670	pers326	COMTE DE SAVLT	
gm_tour_d_auvergne	merveilles17_imp_ctb-perrault1670	pers327	Le Duc de Boullion	
gm_tour_d_auvergne	merveilles17_imp_ctb-perrault1670	pers328	DVC DE BOVILLON	
louisxiv	merveilles17_imp_ctb-perrault1670	pers329	son Prince	
charmasel	merveilles17_imp_ctb-perrault1670	pers330	Le Marquis de Charmasel	
charmasel	merveilles17_imp_ctb-perrault1670	pers331	MARQVIS DE CHARMASEL	
gamache	merveilles17_imp_ctb-perrault1670	pers332	Le Marquis de Gamache	
gamache	merveilles17_imp_ctb-perrault1670	pers333	MARQVIS DE GAMACHE	
hippolyte_bethune	merveilles17_imp_ctb-perrault1670	pers334	Le Chevallier de Bethune	
hippolyte_bethune	merveilles17_imp_ctb-perrault1670	pers335	CHEVALIER DE BETHVNE	
louisxiv	merveilles17_imp_ctb-perrault1670	pers336	Roy	
antonin_nompar_caumont	merveilles17_imp_ctb-perrault1670	pers337	Le Marquis de Peguillen	
antonin_nompar_caumont	merveilles17_imp_ctb-perrault1670	pers338	MARQVIS DE PEGVILIN	
armand_du_cambout	merveilles17_imp_ctb-perrault1670	pers339	Le Marquis de Coalin	
armand_du_cambout	merveilles17_imp_ctb-perrault1670	pers340	MARQVIS DE COASLIN	
francois_henri_montmorency_luxembourg	merveilles17_imp_ctb-perrault1670	pers341	Le Duc de Luxembour	
francois_henri_montmorency_luxembourg	merveilles17_imp_ctb-perrault1670	pers342	DVC LVXEMBOVRG	
chauveau	merveilles17_imp_ctb-perrault1670	pers343	F. C.	auteur
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers344	Le Duc d'Anguien	
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers345	DVC D’ANGVIEN	
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers346	Le Duc d'Anguin	
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers347	DVC D’ANGVIEN	
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers348	le Prince	
louisxiv	merveilles17_imp_ctb-perrault1670	pers349	Roy	
alphonse_crequy	merveilles17_imp_ctb-perrault1670	pers350	Le Marquis de Canaple	
alphonse_crequy	merveilles17_imp_ctb-perrault1670	pers351	MARQVIS DE CANAPLES	
cesar_auguste_choiseul_plessis	merveilles17_imp_ctb-perrault1670	pers352	Le Chevallier du Plessys	
cesar_auguste_choiseul_plessis	merveilles17_imp_ctb-perrault1670	pers353	COMTE DV PLESSIS	
florimond_ier_brulart	merveilles17_imp_ctb-perrault1670	pers354	Le Marquis de Jenlis	
florimond_ier_brulart	merveilles17_imp_ctb-perrault1670	pers355	MARQVIS DE GENLIS	
guillaume_guitaut	merveilles17_imp_ctb-perrault1670	pers356	Le Comte de Guitaut	
guillaume_guitaut	merveilles17_imp_ctb-perrault1670	pers357	COMTE DE GVITAVT	
louisxiv	merveilles17_imp_ctb-perrault1670	pers358	son Prince	
monpesat	merveilles17_imp_ctb-perrault1670	pers359	Le Marquis de Monpesat	
monpesat	merveilles17_imp_ctb-perrault1670	pers360	MARQVIS DE MONPESAT	
philippe_julien_mancini	merveilles17_imp_ctb-perrault1670	pers361	Le Duc de Nevers	
philippe_julien_mancini	merveilles17_imp_ctb-perrault1670	pers362	DVC DE NEVERS	
louisxiv	merveilles17_imp_ctb-perrault1670	pers363	sa Majesté	
frederic_charles_roye	merveilles17_imp_ctb-perrault1670	pers364	Le Comte de Roye	
frederic_charles_roye	merveilles17_imp_ctb-perrault1670	pers365	COMTE DE ROYE	
louisxiv	merveilles17_imp_ctb-perrault1670	pers366	son Maître	
louis_crevant	merveilles17_imp_ctb-perrault1670	pers367	Le Marquis d'humier	
louis_crevant	merveilles17_imp_ctb-perrault1670	pers368	MARQVIS D’HVMIERES	
maximilien_iv_pierre_bethune	merveilles17_imp_ctb-perrault1670	pers369	Le Duc de Sully	
maximilien_iv_pierre_bethune	merveilles17_imp_ctb-perrault1670	pers370	DVC SVLLY	
louisxiv	merveilles17_imp_ctb-perrault1670	pers371	son Prince	
alexandre_halluyn	merveilles17_imp_ctb-perrault1670	pers372	Le Marquis de Oüailly	
alexandre_halluyn	merveilles17_imp_ctb-perrault1670	pers373	MARQVIS D’OVAILLY	
chauveau	merveilles17_imp_ctb-perrault1670	pers374	F. C.	auteur
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers375	Le Duc de Guise	
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers376	DVC DE GVYSE	
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers377	Le Duc de Guise	
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers378	DVC DE GVYSE	
alphonse_louis_lorraine	merveilles17_imp_ctb-perrault1670	pers379	Le Chevallier d'harcour	
alphonse_louis_lorraine	merveilles17_imp_ctb-perrault1670	pers380	CHEVALIER D’HARCOURT	
louisxiv	merveilles17_imp_ctb-perrault1670	pers381	Roy	
henri_louis_aloigny	merveilles17_imp_ctb-perrault1670	pers382	Le Marquis de Rochefort	
henri_louis_aloigny	merveilles17_imp_ctb-perrault1670	pers383	MARQVIS DE ROCHEFORT	
louisxiv	merveilles17_imp_ctb-perrault1670	pers384	son Prince	
georges_ysore_hervault	merveilles17_imp_ctb-perrault1670	pers385	Le Marquis de Plumartin	
georges_ysore_hervault	merveilles17_imp_ctb-perrault1670	pers386	MARQVIS DE PLVMARTIN	
la_chastre	merveilles17_imp_ctb-perrault1670	pers387	Le Marquis de la Chatre	
la_chastre	merveilles17_imp_ctb-perrault1670	pers388	MARQVIS DE LA CHASTRE	
charles_nicolas_crequi	merveilles17_imp_ctb-perrault1670	pers389	Le Marquis de Ragny	
charles_nicolas_crequi	merveilles17_imp_ctb-perrault1670	pers390	MARQVIS DE RAGNY	
gaston_levis_loumagne	merveilles17_imp_ctb-perrault1670	pers391	Le Marquis de Mirpoix	
gaston_levis_loumagne	merveilles17_imp_ctb-perrault1670	pers392	MARQVIS DE MIREPOIX	
louis_comminges_vervins	merveilles17_imp_ctb-perrault1670	pers393	Le Marquis de Veruins	
louis_comminges_vervins	merveilles17_imp_ctb-perrault1670	pers394	MARQVIS DE VERVINS	
louisxiv	merveilles17_imp_ctb-perrault1670	pers395	son Prince	
louis_comminges_vervins	merveilles17_imp_ctb-perrault1670	pers396	premier Maître d’Hôtel du Roy	
louisxiv	merveilles17_imp_ctb-perrault1670	pers397	S.M	
francois_iii_harcourt	merveilles17_imp_ctb-perrault1670	pers398	Le Marquis de Beuuron	
francois_iii_harcourt	merveilles17_imp_ctb-perrault1670	pers399	MARQVIS DE BEVVRON	
louis_harcourt	merveilles17_imp_ctb-perrault1670	pers400	Le Marquis de Tury	
louis_harcourt	merveilles17_imp_ctb-perrault1670	pers401	MARQVIS DE TVRY	
henri_albert_cosse_brissac	merveilles17_imp_ctb-perrault1670	pers402	Le Duc de Brissac	
henri_albert_cosse_brissac	merveilles17_imp_ctb-perrault1670	pers403	DVC DE BRISSAC	
louisxiv	merveilles17_imp_ctb-perrault1670	pers404	sa Majesté	
chauveau	merveilles17_imp_ctb-perrault1670	pers405	F. Chauveau	auteur
vigarani	merveilles17_imp_ctb-perrault1670	pers406	sieur de Vigarani	organisation
louisxiv	merveilles17_imp_ctb-perrault1670	pers407	Roy	participant
antoine_iii_de_gramont	merveilles17_imp_ctb-perrault1670	pers408	ANE Duc de Gramont	auteur
louisxiv	merveilles17_imp_ctb-perrault1670	pers409	LE ROY	participant
lv_rochechouart_mortemart_vivonne	merveilles17_imp_ctb-perrault1670	pers410	Vivonne	participant
saint_aignan	merveilles17_imp_ctb-perrault1670	pers411	S. Aygnan	participant
philippe_ii_montault_benac_navailles	merveilles17_imp_ctb-perrault1670	pers412	Navailles	participant
henri_de_lorraine	merveilles17_imp_ctb-perrault1670	pers413	Armagnac	participant
henri_de_daillon	merveilles17_imp_ctb-perrault1670	pers414	Du Lude	participant
antoine_iv_de_gramont	merveilles17_imp_ctb-perrault1670	pers415	Lonvigny	participant
francois_iii_d_aubusson	merveilles17_imp_ctb-perrault1670	pers416	La Feüillade	participant
louisxiv	merveilles17_imp_ctb-perrault1670	pers417	LE ROY	participant
louis_marie_aumont_rochebaron	merveilles17_imp_ctb-perrault1670	pers418	Villequier	
henri_de_lorraine	merveilles17_imp_ctb-perrault1670	pers419	Armagnac	participant
jb_amador_vignerot_plessis	merveilles17_imp_ctb-perrault1670	pers420	Richelieu	
saint_aignan	merveilles17_imp_ctb-perrault1670	pers421	S. Aygnan	participant
jh_durfort	merveilles17_imp_ctb-perrault1670	pers422	Duras	
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers423	MONSIEVR	participant
nicolas_neufville_villeroy	merveilles17_imp_ctb-perrault1670	pers424	Villeroy	participant
cesar_choiseul_plessis	merveilles17_imp_ctb-perrault1670	pers425	Comte du Plessys	participant
bernardin_gigault_bellefonds	merveilles17_imp_ctb-perrault1670	pers426	Bellefons	participant
louis_de_rohan	merveilles17_imp_ctb-perrault1670	pers427	Rohan	participant
fm_lorraine	merveilles17_imp_ctb-perrault1670	pers428	Lislebonne	participant
francois_vii_de_la_rochefoucauld	merveilles17_imp_ctb-perrault1670	pers429	Marsillac	participant
jb_gaston_foix_candale	merveilles17_imp_ctb-perrault1670	pers430	Foix	participant
charles_fontaine_martel	merveilles17_imp_ctb-perrault1670	pers431	Clere	participant
vaillac	merveilles17_imp_ctb-perrault1670	pers432	Vaillac	participant
d_illiers	merveilles17_imp_ctb-perrault1670	pers433	Isliers	participant
louis_ii_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers434	Mr LE PRINCE	participant
francois_beauvilliers	merveilles17_imp_ctb-perrault1670	pers435	Sery	participant
cm_de_belleforiere	merveilles17_imp_ctb-perrault1670	pers436	Soyecourt	participant
francois_bonne_crequi	merveilles17_imp_ctb-perrault1670	pers437	Sault	participant
gm_tour_d_auvergne	merveilles17_imp_ctb-perrault1670	pers438	Boüillon	participant
charmasel	merveilles17_imp_ctb-perrault1670	pers439	Charmasel	participant
gamache	merveilles17_imp_ctb-perrault1670	pers440	Gamache	participant
hippolyte_bethune	merveilles17_imp_ctb-perrault1670	pers441	Bethune	participant
antonin_nompar_caumont	merveilles17_imp_ctb-perrault1670	pers442	Peguilin	participant
armand_du_cambout	merveilles17_imp_ctb-perrault1670	pers443	Coaslin	participant
francois_beauvilliers	merveilles17_imp_ctb-perrault1670	pers444	Sery	participant
francois_henri_montmorency_luxembourg	merveilles17_imp_ctb-perrault1670	pers445	Luxembourg	
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers446	Mr LE DVC	participant
alphonse_crequy	merveilles17_imp_ctb-perrault1670	pers447	Canaple	participant
cesar_auguste_choiseul_plessis	merveilles17_imp_ctb-perrault1670	pers448	Cher du Plessys	participant
florimond_ier_brulart	merveilles17_imp_ctb-perrault1670	pers449	Ianlis	participant
guillaume_guitaut	merveilles17_imp_ctb-perrault1670	pers450	Guittau	participant
monpesat	merveilles17_imp_ctb-perrault1670	pers451	Monpesat	participant
philippe_julien_mancini	merveilles17_imp_ctb-perrault1670	pers452	Nevers	participant
frederic_charles_roye	merveilles17_imp_ctb-perrault1670	pers453	Roye	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers454	Mr le Duc	participant
louis_crevant	merveilles17_imp_ctb-perrault1670	pers455	Humiere	
maximilien_iv_pierre_bethune	merveilles17_imp_ctb-perrault1670	pers456	Süilly	participant
alexandre_halluyn	merveilles17_imp_ctb-perrault1670	pers457	Oüailly	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers458	Mr le D. de Guise	participant
alphonse_louis_lorraine	merveilles17_imp_ctb-perrault1670	pers459	Cher d’Harcourt	participant
henri_louis_aloigny	merveilles17_imp_ctb-perrault1670	pers460	Rochefort	participant
georges_ysore_hervault	merveilles17_imp_ctb-perrault1670	pers461	Plumartin	participant
la_chastre	merveilles17_imp_ctb-perrault1670	pers462	La Chastre	participant
charles_nicolas_crequi	merveilles17_imp_ctb-perrault1670	pers463	Ragny	participant
gaston_levis_loumagne	merveilles17_imp_ctb-perrault1670	pers464	Mirepoix	participant
louis_comminges_vervins	merveilles17_imp_ctb-perrault1670	pers465	Vervin	participant
francois_iii_harcourt	merveilles17_imp_ctb-perrault1670	pers466	Beuvron	participant
louis_harcourt	merveilles17_imp_ctb-perrault1670	pers467	Turry	participant
henri_albert_cosse_brissac	merveilles17_imp_ctb-perrault1670	pers468	Brissac	participant
antoine_iii_de_gramont	merveilles17_imp_ctb-perrault1670	pers469	ANE Duc de Gramont.	auteur
chauveau	merveilles17_imp_ctb-perrault1670	pers470	F. Chauveau	auteur
chauveau	merveilles17_imp_ctb-perrault1670	pers471	F. Chaveau	auteur
antoine_iii_de_gramont	merveilles17_imp_ctb-perrault1670	pers472	Mareschal de Camp general	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers473	Duc de Guise	participant
henri_ii_de_guise	merveilles17_imp_ctb-perrault1670	pers474	le Duc de Guise	participant
louisxiv	merveilles17_imp_ctb-perrault1670	pers475	Sa Majesté	participant
bernardin_gigault_bellefonds	merveilles17_imp_ctb-perrault1670	pers476	Marquis de Bellefons	participant
philippe_orleans	merveilles17_imp_ctb-perrault1670	pers477	Monsieur	participant
marie_therese	merveilles17_imp_ctb-perrault1670	pers478	la Reyne	spectateur
louisxiv	merveilles17_imp_ctb-perrault1670	pers479	plus accomply Monarque de la Terre	
chauveau	merveilles17_imp_ctb-perrault1670	pers480	F. Chauveau	auteur
chauveau	merveilles17_imp_ctb-perrault1670	pers481	F. C.	auteur
louisxiv	merveilles17_imp_ctb-perrault1670	pers482	LE Roy	
louisxiv	merveilles17_imp_ctb-perrault1670	pers483	Sa Majesté	participant
marie_therese	merveilles17_imp_ctb-perrault1670	pers484	les Reynes	spectateur
anne_d_autriche	merveilles17_imp_ctb-perrault1670	pers485	les Reynes	spectateur
louisxiv	merveilles17_imp_ctb-perrault1670	pers486	Le Roy	participant
francois_bonne_crequi	merveilles17_imp_ctb-perrault1670	pers487	Le Comte de Sault	participant
hj_bourbon_conde	merveilles17_imp_ctb-perrault1670	pers488	Prince de Condé	participant
anne_d_autriche	merveilles17_imp_ctb-perrault1670	pers489	la Reyne Mere	spectateur
sebastien_mabre_cramoisy	merveilles17_imp_ctb-perrault1670	pers490	SEBASTIEN MABRE-CRAMOISY	imprimeur
chauveau	merveilles17_imp_ctb-perrault1670	pers491	F. Chauveau	auteur
louisxiv	merveilles17_imp_ctb-perrault1670	pers492	LVDOVICI XIV	
chauveau	merveilles17_imp_ctb-perrault1670	pers493	F. C. fe.	auteur
louisxiv	merveilles17_imp_ctb-perrault1670	pers494	LODOICE	destinataire
louisxiv	merveilles17_imp_ctb-perrault1670	pers495	LODOICE	destinataire
louisxiv	merveilles17_imp_ctb-perrault1670	pers496	LODOICE	
louisxiv	merveilles17_imp_ctb-perrault1670	pers497	LODOICVS	
bernardin_gigault_bellefonds	merveilles17_imp_ctb-perrault1670	pers498	Bellefons	
louisxiv	merveilles17_imp_ctb-perrault1670	pers499	LODOICVS	
francois_bonne_crequi	merveilles17_imp_ctb-perrault1670	pers500	Comte de Sault	
andre_felibien	merveilles17_imp_dv-felibien1676	author1	Félibien André (1619-1695)	auteur
chauveau	merveilles17_imp_dv-felibien1676	author2	Chauveau François (1613-1676)	auteur
lepautre	merveilles17_imp_dv-felibien1676	author3	Lepautre Jean (1618-1682)	auteur
leclerc_sebastien	merveilles17_imp_dv-felibien1676	author4	Leclerc Sébastien (1637-1714)	auteur
sebastien_mabre_cramoisy	merveilles17_imp_dv-felibien1676	editor1	Imprimerie royale	imprimeur
sebastien_mabre_cramoisy	merveilles17_imp_dv-felibien1676	editor2	Sébastien Mabre-Cramoisy	imprimeur
chauveau	merveilles17_imp_dv-felibien1676	pers1	F. Chauueau	auteur
louisxiv	merveilles17_imp_dv-felibien1676	pers2	LE ROY	commanditaire
louisxiv	merveilles17_imp_dv-felibien1676	pers3	Sa MAJESTÉ	commanditaire
louisxiv	merveilles17_imp_dv-felibien1676	pers4	le Roy	commanditaire
louisxiv	merveilles17_imp_dv-felibien1676	pers5	Le ROY	convive
louisxiv	merveilles17_imp_dv-felibien1676	pers6	le ROY	
louisxiv	merveilles17_imp_dv-felibien1676	pers7	Le ROY	spectateur
philippe_quinault	merveilles17_imp_dv-felibien1676	pers8	sieur Quinaut	auteur
